Date,CU_Concentrate_TC,CU_Concentrate_RC
2017-03-02,80.4,8.04
2017-03-03,80.4,8.04
2017-03-06,80.4,8.04
2017-03-07,80.4,8.04
2017-03-08,80.4,8.04
2017-03-09,80.4,8.04
2017-03-10,80.4,8.04
2017-03-13,80.4,8.04
2017-03-14,80.4,8.04
2017-03-15,78.7,7.87
2017-03-16,78.7,7.87
2017-03-17,78.7,7.87
2017-03-20,78.7,7.87
2017-03-21,78.7,7.87
2017-03-22,78.7,7.87
2017-03-23,78.7,7.87
2017-03-24,78.7,7.87
2017-03-27,78.7,7.87
2017-03-28,78.7,7.87
2017-03-29,78.7,7.87
2017-03-30,78.7,7.87
2017-03-31,73.9,7.39
2017-04-03,73.9,7.39
2017-04-04,73.9,7.39
2017-04-05,73.9,7.39
2017-04-06,73.9,7.39
2017-04-07,73.9,7.39
2017-04-10,73.9,7.39
2017-04-11,73.9,7.39
2017-04-12,73.9,7.39
2017-04-13,76.1,7.61
2017-04-14,76.1,7.61
