Date,CU_Cathode_FM,CU_Cathode_US_DOM,CU_Cathode_RSA,CU_Cathode_Rotterdam,CU_Cathode_Germany,CU_Cathode_Shangai,CU_Cathode_Japan,CU_Cathode_Taiwan,CU_Cathode_Seasia,Currency,Unit_of_Measure
1991-03-11,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1991-03-12,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1991-03-13,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1991-03-14,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1991-03-15,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1991-03-18,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-20,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-21,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-24,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-30,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-01-31,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-03,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-04,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-05,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-10,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-11,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-12,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-13,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-14,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-17,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-18,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-19,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-20,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-21,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-24,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-25,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-26,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-27,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-02-28,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-02,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-03,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-04,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-05,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-06,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-09,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-10,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-11,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-12,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-13,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-16,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-17,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-18,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-19,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-20,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-23,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-24,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-25,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-26,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-27,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-30,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-03-31,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-01,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-02,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-03,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-06,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-07,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-08,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-09,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-10,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-13,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-14,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-15,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-16,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-17,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-20,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-21,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-22,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1992-04-23,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-15,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-16,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-20,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-21,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-24,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-09-30,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-04,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-12,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-15,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-19,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-20,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-21,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-25,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-26,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-10-29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-02,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-03,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-04,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-09,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-12,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-15,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-16,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-19,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-24,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-25,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-26,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-11-30,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-02,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-03,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-09,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-15,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1993-12-16,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-06-24,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-06-27,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-06-28,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-06-29,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-06-30,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-09,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-10,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-13,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-14,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-15,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-16,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-17,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-20,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-21,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-22,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-23,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-24,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-27,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-28,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-29,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-30,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-12-31,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-03,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-04,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-05,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-06,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-07,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-10,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-11,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-12,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-13,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-14,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-17,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-18,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-19,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-20,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-21,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-24,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-25,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-26,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-27,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-28,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-01-31,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-01,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-02,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-03,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-04,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-07,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-08,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-09,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-10,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-11,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-14,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-15,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-16,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-17,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-18,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-21,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-22,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-23,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-24,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-25,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-28,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-02-29,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-01,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-02,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-03,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-06,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-07,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-08,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-11,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-12,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-13,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-14,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-17,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-18,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-19,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-20,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-21,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-24,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-25,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-26,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-27,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-28,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-10-31,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-01,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-02,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-03,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-04,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-07,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-08,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-09,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-10,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-11,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-14,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-15,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-16,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-17,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-18,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-21,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-22,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-23,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-24,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-25,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-28,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-29,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-11-30,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-01,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-02,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-05,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-06,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-07,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-08,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-09,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1994-12-12,NULL,1.00E-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
