Date,CU_Cathode_FM,CU_Cathode_US_DOM,CU_Cathode_RSA,CU_Cathode_Rotterdam,CU_Cathode_Germany,CU_Cathode_Shangai,CU_Cathode_Japan,CU_Cathode_Taiwan,CU_Cathode_Seasia,Currency,Unit_of_Measure
1999-05-13,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-14,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-17,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-18,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-19,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-20,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
1999-05-21,NULL,0.00024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-20,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-21,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-22,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-23,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-24,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-27,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-28,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-29,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-30,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-03-31,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-03,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-04,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-05,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-06,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-07,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-10,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-11,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-12,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-13,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-14,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-17,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-18,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-19,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-20,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-21,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-24,NULL,0.00026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-25,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-26,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-27,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-04-28,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-01,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-02,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-03,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-04,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-05,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-08,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-09,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-10,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-11,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-12,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-15,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-16,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-17,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-18,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-19,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-22,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-23,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-24,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-25,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-26,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-29,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-30,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-05-31,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-01,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-02,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-05,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-06,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-07,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-08,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-09,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-12,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-13,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-14,NULL,0.00038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-15,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-16,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-19,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-20,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-21,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-22,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2000-06-23,NULL,0.00037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-19,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-20,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-23,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-24,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-25,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-26,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-27,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-30,NULL,0.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-07-31,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-01,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-02,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-03,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-06,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-07,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-08,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-09,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-10,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-13,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-14,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-15,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-16,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-17,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-20,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-21,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-22,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-23,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-24,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-27,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-28,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-29,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-30,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-08-31,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-03,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-04,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-05,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-06,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-07,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-10,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-11,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-12,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-13,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-14,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-17,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-18,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-19,NULL,0.00025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-20,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-21,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-24,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-25,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-26,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-27,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-09-28,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-01,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-02,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-03,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-04,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-05,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-08,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-09,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-10,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-11,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-12,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-15,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-16,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-17,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-18,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-19,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-22,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-23,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2001-10-24,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-13,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-14,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-15,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-16,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-17,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-05-20,NULL,0.0003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-18,0.00074,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-19,0.00074,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-20,0.00073,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-23,0.00074,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-24,0.00077,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-25,0.00078,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-26,0.00081,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-02-27,0.00079,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-02,0.00078,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-03,0.00082,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-04,0.00087,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-05,0.00085,0.00063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-06,0.00086,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-09,0.00084,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-10,0.00086,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-11,0.00083,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-12,0.00083,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-13,0.00085,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-16,0.00089,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-17,0.00088,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-18,0.00088,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-19,0.00092,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-20,0.00092,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-23,0.00094,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-24,0.00092,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-25,0.00092,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-26,0.00095,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-27,0.00094,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-30,0.0009,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-03-31,0.00094,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-01,0.00095,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-02,0.00097,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-03,0.00102,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-06,0.001,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-07,0.00102,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-08,0.00102,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-09,0.00106,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-10,0.00106,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-13,0.00109,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-14,0.00108,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-15,0.00113,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-16,0.00112,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-17,0.00113,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-20,0.00109,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-21,0.00108,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-22,0.00106,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-23,0.00103,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-24,0.00106,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-27,0.00103,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-28,0.00098,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-29,0.00103,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-04-30,0.00105,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-01,0.00107,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-04,0.0011,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-05,0.00107,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-06,0.00112,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-07,0.00111,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-08,0.0011,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-11,0.00107,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-12,0.00107,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-13,0.00104,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-14,0.00104,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-15,0.00104,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2009-05-18,0.00106,0.00052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-08-29,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-08-30,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-02,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-03,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-04,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-05,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-06,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-09,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-10,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-11,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-12,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-13,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-16,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-17,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-18,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-19,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-20,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-23,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-24,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-25,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-26,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-27,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-09-30,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-01,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-02,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-03,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-04,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-07,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-08,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-09,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-10,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-11,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-14,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-15,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-16,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-17,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-18,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-21,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-22,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-23,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-24,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-25,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
2002-10-28,NULL,0.00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,us dollar,tonne
