Date,Currency,Unit_of_Measure,copper_price
2006-09-06,us dollar,tonne,7907
2006-09-07,us dollar,tonne,7980
2006-09-08,us dollar,tonne,7863
2006-09-11,us dollar,tonne,7608
2006-09-12,us dollar,tonne,7607
2006-09-13,us dollar,tonne,7445
2006-09-14,us dollar,tonne,7501
2006-09-15,us dollar,tonne,7410
2006-09-18,us dollar,tonne,7399
2006-09-19,us dollar,tonne,7460
2006-09-20,us dollar,tonne,7230
2006-09-21,us dollar,tonne,7473
2006-09-22,us dollar,tonne,7681
2006-09-25,us dollar,tonne,7401
2006-09-26,us dollar,tonne,7590
2006-09-27,us dollar,tonne,7707
2006-09-28,us dollar,tonne,7675
2006-09-29,us dollar,tonne,7601
2006-10-02,us dollar,tonne,7606
2006-10-03,us dollar,tonne,7391
2006-10-04,us dollar,tonne,7452
2006-10-05,us dollar,tonne,7251
2006-10-06,us dollar,tonne,7371
2006-10-09,us dollar,tonne,7540
2006-10-10,us dollar,tonne,7455
2006-10-11,us dollar,tonne,7441
2006-10-12,us dollar,tonne,7471
2006-10-13,us dollar,tonne,7522
2006-10-16,us dollar,tonne,7590
2006-10-17,us dollar,tonne,7740
2006-10-18,us dollar,tonne,7625
2006-10-19,us dollar,tonne,7630
2006-10-20,us dollar,tonne,7650
2006-10-23,us dollar,tonne,7586
2006-10-24,us dollar,tonne,7456
2006-10-25,us dollar,tonne,7480
2006-10-26,us dollar,tonne,7470
2006-10-27,us dollar,tonne,7513
2006-10-30,us dollar,tonne,7360
2006-10-31,us dollar,tonne,7410
2006-11-01,us dollar,tonne,7295
2006-11-02,us dollar,tonne,7240
2006-11-03,us dollar,tonne,7295
2006-11-06,us dollar,tonne,7269
2006-11-07,us dollar,tonne,7396
2006-11-08,us dollar,tonne,7285
2006-11-09,us dollar,tonne,7221
2006-11-10,us dollar,tonne,7070
2006-11-13,us dollar,tonne,6831
2006-11-14,us dollar,tonne,6967
2006-11-15,us dollar,tonne,6762
2006-11-16,us dollar,tonne,6877
2006-11-17,us dollar,tonne,6671
2006-11-20,us dollar,tonne,6890
2006-11-21,us dollar,tonne,6857.5
2006-11-22,us dollar,tonne,6965
2006-11-23,us dollar,tonne,6890
2006-11-24,us dollar,tonne,6997
2006-11-27,us dollar,tonne,7039
2006-11-28,us dollar,tonne,6982
2006-11-29,us dollar,tonne,6902
2006-11-30,us dollar,tonne,6936
2006-12-01,us dollar,tonne,6950
2006-12-04,us dollar,tonne,6931
2006-12-05,us dollar,tonne,7049
2006-12-06,us dollar,tonne,6945
2006-12-07,us dollar,tonne,6802
2006-12-08,us dollar,tonne,6830
2006-12-11,us dollar,tonne,6801
2006-12-12,us dollar,tonne,6819
2006-12-13,us dollar,tonne,6710
2006-12-14,us dollar,tonne,6780
2006-12-15,us dollar,tonne,6711
2006-12-18,us dollar,tonne,6600
2006-12-19,us dollar,tonne,6617
2006-12-20,us dollar,tonne,6440
2006-12-21,us dollar,tonne,6431
2006-12-22,us dollar,tonne,6375
2006-12-27,us dollar,tonne,6405
2006-12-28,us dollar,tonne,6341
2006-12-29,us dollar,tonne,6290
2007-01-02,us dollar,tonne,6201
2007-01-03,us dollar,tonne,5785
2007-01-04,us dollar,tonne,5602
2007-01-05,us dollar,tonne,5756
2007-01-08,us dollar,tonne,5506
2007-01-09,us dollar,tonne,5541
2007-01-10,us dollar,tonne,5715
2007-01-11,us dollar,tonne,5801
2007-01-12,us dollar,tonne,5806
2007-01-15,us dollar,tonne,5652
2007-01-16,us dollar,tonne,5682
2007-01-17,us dollar,tonne,5550
2007-01-18,us dollar,tonne,5601
2007-01-19,us dollar,tonne,5450
2007-01-22,us dollar,tonne,5481
2007-01-23,us dollar,tonne,5568
2007-01-24,us dollar,tonne,5672
2007-01-25,us dollar,tonne,5825
2007-01-26,us dollar,tonne,5713
2007-01-29,us dollar,tonne,5581
2007-01-30,us dollar,tonne,5596
2007-01-31,us dollar,tonne,5651
2007-02-01,us dollar,tonne,5606
2007-02-02,us dollar,tonne,5501
2007-02-05,us dollar,tonne,5290
2007-02-06,us dollar,tonne,5356
2007-02-07,us dollar,tonne,5331
2007-02-08,us dollar,tonne,5226
2007-02-09,us dollar,tonne,5401
2007-02-12,us dollar,tonne,5471
2007-02-13,us dollar,tonne,5572
2007-02-14,us dollar,tonne,5621
2007-02-15,us dollar,tonne,5835
2007-02-16,us dollar,tonne,5779
2007-02-19,us dollar,tonne,5770.5
2007-02-20,us dollar,tonne,5682
2007-02-21,us dollar,tonne,5615
2007-02-22,us dollar,tonne,5875
2007-02-23,us dollar,tonne,6186
2007-02-26,us dollar,tonne,6251
2007-02-27,us dollar,tonne,6181
2007-02-28,us dollar,tonne,5980
2007-03-01,us dollar,tonne,6190
2007-03-02,us dollar,tonne,6056
2007-03-05,us dollar,tonne,5811
2007-03-06,us dollar,tonne,6000
2007-03-07,us dollar,tonne,6046
2007-03-08,us dollar,tonne,6276
2007-03-09,us dollar,tonne,6130
2007-03-12,us dollar,tonne,6175
2007-03-13,us dollar,tonne,6305
2007-03-14,us dollar,tonne,6220
2007-03-15,us dollar,tonne,6446
2007-03-16,us dollar,tonne,6520
2007-03-19,us dollar,tonne,6630
2007-03-20,us dollar,tonne,6696
2007-03-21,us dollar,tonne,6685
2007-03-22,us dollar,tonne,6810
2007-03-23,us dollar,tonne,6852
2007-03-26,us dollar,tonne,6860
2007-03-27,us dollar,tonne,6851
2007-03-28,us dollar,tonne,6740
2007-03-29,us dollar,tonne,6715
2007-03-30,us dollar,tonne,6940
2007-04-02,us dollar,tonne,6916
2007-04-03,us dollar,tonne,7290
2007-04-04,us dollar,tonne,7305
2007-04-05,us dollar,tonne,7465
2007-04-10,us dollar,tonne,7839
2007-04-11,us dollar,tonne,7971
2007-04-12,us dollar,tonne,7890
2007-04-13,us dollar,tonne,7801
2007-04-16,us dollar,tonne,7961
2007-04-17,us dollar,tonne,7835
2007-04-18,us dollar,tonne,8053
2007-04-19,us dollar,tonne,7942
2007-04-20,us dollar,tonne,8040
2007-04-23,us dollar,tonne,7920
2007-04-24,us dollar,tonne,8100
2007-04-25,us dollar,tonne,7820
2007-04-26,us dollar,tonne,7848
2007-04-27,us dollar,tonne,7745
2007-04-30,us dollar,tonne,7824.5
2007-05-01,us dollar,tonne,7920
2007-05-02,us dollar,tonne,7999
2007-05-03,us dollar,tonne,8022
2007-05-04,us dollar,tonne,8225
2007-05-08,us dollar,tonne,8194
2007-05-09,us dollar,tonne,8205
2007-05-10,us dollar,tonne,8019
2008-09-17,us dollar,tonne,6932
2008-09-18,us dollar,tonne,6932
2008-09-19,us dollar,tonne,7000
2008-09-22,us dollar,tonne,7166
2008-09-23,us dollar,tonne,7090
2008-09-24,us dollar,tonne,6995
2008-09-25,us dollar,tonne,6905
2008-09-26,us dollar,tonne,6926
2008-09-29,us dollar,tonne,6590
2008-09-30,us dollar,tonne,6419
2008-10-01,us dollar,tonne,6379
2008-10-02,us dollar,tonne,6221
2008-10-03,us dollar,tonne,5960
2008-10-06,us dollar,tonne,5706
2008-10-07,us dollar,tonne,5739
2008-10-08,us dollar,tonne,5505
2008-10-09,us dollar,tonne,5402
2008-10-10,us dollar,tonne,5000
2008-10-13,us dollar,tonne,5031
2008-10-14,us dollar,tonne,5555
2008-10-15,us dollar,tonne,5126
2008-10-16,us dollar,tonne,4880
2008-10-17,us dollar,tonne,4701
2008-10-20,us dollar,tonne,4875.5
2008-10-21,us dollar,tonne,4490
2008-10-22,us dollar,tonne,4286
2008-10-23,us dollar,tonne,3986
2008-10-24,us dollar,tonne,3721
2008-10-27,us dollar,tonne,3686
2008-10-28,us dollar,tonne,4129
2008-10-29,us dollar,tonne,4420
2008-10-30,us dollar,tonne,4497
2008-10-31,us dollar,tonne,3995
2008-11-03,us dollar,tonne,3960
2008-11-04,us dollar,tonne,4231
2008-11-05,us dollar,tonne,4071
2008-11-06,us dollar,tonne,3890
2008-11-07,us dollar,tonne,3761
2008-11-10,us dollar,tonne,4005
2008-11-11,us dollar,tonne,3691
2008-11-12,us dollar,tonne,3592
2008-11-13,us dollar,tonne,3591
2008-11-14,us dollar,tonne,3722
2008-11-17,us dollar,tonne,3580.5
2008-11-18,us dollar,tonne,3511
2008-11-19,us dollar,tonne,3565
2008-11-20,us dollar,tonne,3431
2008-11-21,us dollar,tonne,3471
2008-11-24,us dollar,tonne,3716
2008-11-25,us dollar,tonne,3566
2008-11-26,us dollar,tonne,3742
2008-11-27,us dollar,tonne,3665
2008-11-28,us dollar,tonne,3581
2008-12-01,us dollar,tonne,3596
2008-12-02,us dollar,tonne,3531
2008-12-03,us dollar,tonne,3423
2008-12-04,us dollar,tonne,3361
2008-12-05,us dollar,tonne,3050.5
2008-12-08,us dollar,tonne,3141
2008-12-09,us dollar,tonne,3181
2008-12-10,us dollar,tonne,3181
2008-12-11,us dollar,tonne,3233
2008-12-12,us dollar,tonne,2982
2008-12-15,us dollar,tonne,3075
2008-12-16,us dollar,tonne,3021
2008-12-17,us dollar,tonne,3000
2008-12-18,us dollar,tonne,2886
2008-12-19,us dollar,tonne,2826
2008-12-22,us dollar,tonne,2911
2008-12-23,us dollar,tonne,2851
2008-12-29,us dollar,tonne,2843
2008-12-30,us dollar,tonne,2812
2008-12-31,us dollar,tonne,2902
2009-01-02,us dollar,tonne,3071
2009-01-05,us dollar,tonne,3101.5
2009-01-06,us dollar,tonne,3332
2009-01-07,us dollar,tonne,3391
2009-01-08,us dollar,tonne,3171
2009-01-09,us dollar,tonne,3280
2009-01-12,us dollar,tonne,3171.5
2009-01-13,us dollar,tonne,3139
2009-01-14,us dollar,tonne,3274
2009-01-15,us dollar,tonne,3211
2009-01-16,us dollar,tonne,3343
2009-01-19,us dollar,tonne,3321
2009-01-20,us dollar,tonne,3276
2009-01-21,us dollar,tonne,3211
2009-01-22,us dollar,tonne,3155
2009-01-23,us dollar,tonne,3051
2009-01-26,us dollar,tonne,3281
2009-01-27,us dollar,tonne,3331
2009-01-28,us dollar,tonne,3295
2009-01-29,us dollar,tonne,3126
2009-01-30,us dollar,tonne,3106
2009-02-02,us dollar,tonne,3145.5
2009-02-03,us dollar,tonne,3201
2009-02-04,us dollar,tonne,3320
2009-02-05,us dollar,tonne,3351
2009-02-06,us dollar,tonne,3441
2009-02-09,us dollar,tonne,3527
2009-02-10,us dollar,tonne,3461
2009-02-11,us dollar,tonne,3377
2009-02-12,us dollar,tonne,3351
2009-02-13,us dollar,tonne,3407
2009-02-16,us dollar,tonne,3271.5
2009-02-17,us dollar,tonne,3271
2009-02-18,us dollar,tonne,3152
2009-02-19,us dollar,tonne,3291
2009-02-20,us dollar,tonne,3150
2009-02-23,us dollar,tonne,3205.5
2009-02-24,us dollar,tonne,3191
2009-02-25,us dollar,tonne,3351
2009-02-26,us dollar,tonne,3443
2009-02-27,us dollar,tonne,3390
2009-03-02,us dollar,tonne,3330
2009-03-03,us dollar,tonne,3480
2009-03-04,us dollar,tonne,3545
2009-03-05,us dollar,tonne,3641
2009-03-06,us dollar,tonne,3693
2009-03-09,us dollar,tonne,3567
2009-03-10,us dollar,tonne,3668
2009-03-11,us dollar,tonne,3636
2009-03-12,us dollar,tonne,3494
2009-03-13,us dollar,tonne,3671
2009-03-16,us dollar,tonne,3690
2009-03-17,us dollar,tonne,3761
2009-03-18,us dollar,tonne,3740
2009-03-19,us dollar,tonne,3930
2009-03-20,us dollar,tonne,3911
2009-03-23,us dollar,tonne,4006.5
2009-03-24,us dollar,tonne,3911
2009-03-25,us dollar,tonne,3890
2009-03-26,us dollar,tonne,4078
2009-03-27,us dollar,tonne,3946
2009-03-30,us dollar,tonne,3872
2009-03-31,us dollar,tonne,4035
2009-04-01,us dollar,tonne,3964
2009-04-02,us dollar,tonne,4111
2009-04-03,us dollar,tonne,4130
2009-04-06,us dollar,tonne,4330.5
2009-04-07,us dollar,tonne,4309
2009-04-08,us dollar,tonne,4305
2009-04-09,us dollar,tonne,4465
2009-04-14,us dollar,tonne,4582
2009-04-15,us dollar,tonne,4750
2009-04-16,us dollar,tonne,4766
2009-04-17,us dollar,tonne,4725
2009-04-20,us dollar,tonne,4636
2009-04-21,us dollar,tonne,4403
2009-04-22,us dollar,tonne,4447
2009-04-23,us dollar,tonne,4541
2009-04-24,us dollar,tonne,4362
2009-04-27,us dollar,tonne,4306
2009-04-28,us dollar,tonne,4185
2009-04-29,us dollar,tonne,4301
2009-04-30,us dollar,tonne,4515
2009-05-01,us dollar,tonne,4501
2009-05-05,us dollar,tonne,4640
2009-05-06,us dollar,tonne,4591
2009-05-07,us dollar,tonne,4760
2009-05-08,us dollar,tonne,4752
2009-05-11,us dollar,tonne,4527
2009-05-12,us dollar,tonne,4626
2009-05-13,us dollar,tonne,4508
2009-05-14,us dollar,tonne,4309
2009-05-15,us dollar,tonne,4348
2009-05-18,us dollar,tonne,4400
2009-05-19,us dollar,tonne,4601
2009-05-20,us dollar,tonne,4539
2009-05-21,us dollar,tonne,4504
2009-05-22,us dollar,tonne,4586
2010-09-29,us dollar,tonne,8016
2010-09-30,us dollar,tonne,8053
2010-10-01,us dollar,tonne,8115
2010-10-04,us dollar,tonne,8085.5
2010-10-05,us dollar,tonne,8125
2010-10-06,us dollar,tonne,8215.5
2010-10-07,us dollar,tonne,8262
2010-10-08,us dollar,tonne,8104.5
2010-10-11,us dollar,tonne,8335.5
2010-10-12,us dollar,tonne,8266
2010-10-13,us dollar,tonne,8400
2010-10-14,us dollar,tonne,8412
2010-10-15,us dollar,tonne,8362.5
2010-10-18,us dollar,tonne,8340.5
2010-10-19,us dollar,tonne,8295
2010-10-20,us dollar,tonne,8250
2010-10-21,us dollar,tonne,8406
2010-10-22,us dollar,tonne,8309.5
2010-10-25,us dollar,tonne,8501
2010-10-26,us dollar,tonne,8466
2010-10-27,us dollar,tonne,8332
2010-10-28,us dollar,tonne,8332
2010-10-29,us dollar,tonne,8225
2010-11-01,us dollar,tonne,8339
2010-11-02,us dollar,tonne,8396
2010-11-03,us dollar,tonne,8400.5
2010-11-04,us dollar,tonne,8521.5
2010-11-05,us dollar,tonne,8700
2010-11-08,us dollar,tonne,8672
2010-11-09,us dollar,tonne,8844.5
2010-11-10,us dollar,tonne,8729
2010-11-11,us dollar,tonne,8925
2010-11-12,us dollar,tonne,8715
2010-11-15,us dollar,tonne,8590
2010-11-16,us dollar,tonne,8483.5
2010-11-17,us dollar,tonne,8145
2010-11-18,us dollar,tonne,8386
2010-11-19,us dollar,tonne,8409
2010-11-22,us dollar,tonne,8405.5
2010-11-23,us dollar,tonne,8149
2010-11-24,us dollar,tonne,8254.5
2010-11-25,us dollar,tonne,8290
2010-11-26,us dollar,tonne,8288
2010-11-29,us dollar,tonne,8319.5
2010-11-30,us dollar,tonne,8375
2010-12-01,us dollar,tonne,8540
2010-12-02,us dollar,tonne,8711.5
2010-12-03,us dollar,tonne,8754
2010-12-06,us dollar,tonne,8780
2010-12-07,us dollar,tonne,9024
2010-12-08,us dollar,tonne,8882
2010-12-09,us dollar,tonne,9041.5
2010-12-10,us dollar,tonne,9116
2010-12-13,us dollar,tonne,9211
2010-12-14,us dollar,tonne,9260
2010-12-15,us dollar,tonne,9101
2010-12-16,us dollar,tonne,9050
2010-12-17,us dollar,tonne,9101.5
2010-12-20,us dollar,tonne,9250
2010-12-21,us dollar,tonne,9410
2010-12-22,us dollar,tonne,9414.5
2010-12-23,us dollar,tonne,9270
2010-12-24,us dollar,tonne,9391
2010-12-29,us dollar,tonne,9465
2010-12-30,us dollar,tonne,9580
2010-12-31,us dollar,tonne,9739.5
2011-01-04,us dollar,tonne,9754
2011-01-05,us dollar,tonne,9461
2011-01-06,us dollar,tonne,9591
2011-01-07,us dollar,tonne,9399
2011-01-10,us dollar,tonne,9384
2011-01-11,us dollar,tonne,9484
2011-01-12,us dollar,tonne,9625
2011-01-13,us dollar,tonne,9622
2011-01-14,us dollar,tonne,9591
2011-01-17,us dollar,tonne,9690
2011-01-18,us dollar,tonne,9740
2011-01-19,us dollar,tonne,9788
2011-01-20,us dollar,tonne,9485
2011-01-21,us dollar,tonne,9485
2011-01-24,us dollar,tonne,9509
2011-01-25,us dollar,tonne,9330
2011-01-26,us dollar,tonne,9376
2011-01-27,us dollar,tonne,9490
2011-01-28,us dollar,tonne,9590
2011-01-31,us dollar,tonne,9720
2011-02-01,us dollar,tonne,9840.5
2011-02-02,us dollar,tonne,9945
2011-02-03,us dollar,tonne,9950.5
2011-02-04,us dollar,tonne,9986
2011-02-07,us dollar,tonne,10145
2011-02-08,us dollar,tonne,9930.5
2011-02-09,us dollar,tonne,10000
2011-02-10,us dollar,tonne,9875.5
2011-02-11,us dollar,tonne,9920.5
2011-02-14,us dollar,tonne,10148
2011-02-15,us dollar,tonne,10106.5
2011-02-16,us dollar,tonne,9925
2011-02-17,us dollar,tonne,9800
2011-02-18,us dollar,tonne,9806
2011-02-21,us dollar,tonne,9829.5
2011-02-22,us dollar,tonne,9655
2011-02-23,us dollar,tonne,9491
2011-02-24,us dollar,tonne,9440
2011-02-25,us dollar,tonne,9700
2011-02-28,us dollar,tonne,9857.5
2011-03-01,us dollar,tonne,9908
2011-03-02,us dollar,tonne,9820.5
2011-03-03,us dollar,tonne,9889.5
2011-03-04,us dollar,tonne,9970.5
2011-03-07,us dollar,tonne,9840.5
2011-03-08,us dollar,tonne,9420
2011-03-09,us dollar,tonne,9610
2011-03-10,us dollar,tonne,9195.5
2011-03-11,us dollar,tonne,9048
2011-03-14,us dollar,tonne,9205.5
2011-03-15,us dollar,tonne,8980
2011-03-16,us dollar,tonne,9354.5
2011-03-17,us dollar,tonne,9440
2011-03-18,us dollar,tonne,9525
2011-03-21,us dollar,tonne,9519
2011-03-22,us dollar,tonne,9450
2011-03-23,us dollar,tonne,9704
2011-03-24,us dollar,tonne,9695.5
2011-03-25,us dollar,tonne,9715
2011-03-28,us dollar,tonne,9545
2011-03-29,us dollar,tonne,9450
2011-03-30,us dollar,tonne,9519.5
2011-03-31,us dollar,tonne,9399.5
2011-04-01,us dollar,tonne,9336
2011-04-04,us dollar,tonne,9420
2011-04-05,us dollar,tonne,9251.5
2011-04-06,us dollar,tonne,9475.5
2011-04-07,us dollar,tonne,9697
2011-04-08,us dollar,tonne,9823
2011-04-11,us dollar,tonne,9781.5
2011-04-12,us dollar,tonne,9670.5
2011-04-13,us dollar,tonne,9625.5
2011-04-14,us dollar,tonne,9326.5
2011-04-15,us dollar,tonne,9420
2011-04-18,us dollar,tonne,9356.5
2011-04-19,us dollar,tonne,9279
2011-04-20,us dollar,tonne,9450.5
2011-04-21,us dollar,tonne,9611
2011-04-26,us dollar,tonne,9455.5
2011-04-27,us dollar,tonne,9348.5
2011-04-28,us dollar,tonne,9370.5
2011-05-03,us dollar,tonne,9245
2011-05-04,us dollar,tonne,9171.5
2011-05-05,us dollar,tonne,8791
2011-05-06,us dollar,tonne,8790
2011-05-09,us dollar,tonne,8908
2011-05-10,us dollar,tonne,8936
2011-05-11,us dollar,tonne,8750.5
2011-05-12,us dollar,tonne,8536.5
2011-05-13,us dollar,tonne,8857
2011-05-16,us dollar,tonne,8710
2011-05-17,us dollar,tonne,8863
2011-05-18,us dollar,tonne,8896.5
2011-05-19,us dollar,tonne,9006.5
2011-05-20,us dollar,tonne,8982.5
2011-05-23,us dollar,tonne,8831
2011-05-24,us dollar,tonne,8881.5
2011-05-25,us dollar,tonne,9019
2011-05-26,us dollar,tonne,8990.5
2011-05-27,us dollar,tonne,9151
2011-05-31,us dollar,tonne,9224.5
2011-06-01,us dollar,tonne,9171
2011-06-02,us dollar,tonne,9037.5
2011-06-03,us dollar,tonne,9016
2011-06-06,us dollar,tonne,9098
2012-10-11,us dollar,tonne,8212
2012-10-12,us dollar,tonne,8179
2012-10-15,us dollar,tonne,8130
2012-10-16,us dollar,tonne,8141.5
2012-10-17,us dollar,tonne,8112.5
2012-10-18,us dollar,tonne,8210
2012-10-19,us dollar,tonne,8121
2012-10-22,us dollar,tonne,7983.5
2012-10-23,us dollar,tonne,7861
2012-10-24,us dollar,tonne,7860.5
2012-10-25,us dollar,tonne,7852
2012-10-26,us dollar,tonne,7765
2012-10-29,us dollar,tonne,7720
2012-10-30,us dollar,tonne,7760
2012-10-31,us dollar,tonne,7819
2012-11-01,us dollar,tonne,7811
2012-11-02,us dollar,tonne,7765.5
2012-11-05,us dollar,tonne,7604
2012-11-06,us dollar,tonne,7661
2012-11-07,us dollar,tonne,7654.5
2012-11-08,us dollar,tonne,7605.5
2012-11-09,us dollar,tonne,7540.5
2012-11-12,us dollar,tonne,7626.5
2012-11-13,us dollar,tonne,7606.5
2012-11-14,us dollar,tonne,7635
2012-11-15,us dollar,tonne,7605.5
2012-11-16,us dollar,tonne,7573
2012-11-19,us dollar,tonne,7670.5
2012-11-20,us dollar,tonne,7731
2012-11-21,us dollar,tonne,7705
2012-11-22,us dollar,tonne,7716
2012-11-23,us dollar,tonne,7676
2012-11-26,us dollar,tonne,7770.5
2012-11-27,us dollar,tonne,7796
2012-11-28,us dollar,tonne,7720
2012-11-29,us dollar,tonne,7850
2012-11-30,us dollar,tonne,7949
2012-12-03,us dollar,tonne,7975.5
2012-12-04,us dollar,tonne,7991
2012-12-05,us dollar,tonne,8022
2012-12-06,us dollar,tonne,8020.5
2012-12-07,us dollar,tonne,7965.5
2012-12-10,us dollar,tonne,8111.5
2012-12-11,us dollar,tonne,8070
2012-12-12,us dollar,tonne,8102
2012-12-13,us dollar,tonne,8000.5
2012-12-14,us dollar,tonne,8047.5
2012-12-17,us dollar,tonne,8001
2012-12-18,us dollar,tonne,8005.5
2012-12-19,us dollar,tonne,7946
2012-12-20,us dollar,tonne,7825.5
2012-12-21,us dollar,tonne,7768.5
2012-12-24,us dollar,tonne,7780
2012-12-27,us dollar,tonne,7871.5
2012-12-28,us dollar,tonne,7870
2012-12-31,us dollar,tonne,7915
2013-01-03,us dollar,tonne,8140.5
2013-01-04,us dollar,tonne,8026
2013-01-07,us dollar,tonne,7995.5
2013-01-08,us dollar,tonne,8050.5
2013-01-09,us dollar,tonne,8059
2013-01-10,us dollar,tonne,8117
2013-01-11,us dollar,tonne,8071
2013-01-14,us dollar,tonne,8030
2013-01-15,us dollar,tonne,7945
2013-01-16,us dollar,tonne,7910.5
2013-01-17,us dollar,tonne,7930
2013-01-18,us dollar,tonne,8053
2013-01-21,us dollar,tonne,8020.5
2013-01-22,us dollar,tonne,8068
2013-01-23,us dollar,tonne,8115.5
2013-01-24,us dollar,tonne,8036
2013-01-25,us dollar,tonne,8060
2013-01-28,us dollar,tonne,8015
2013-01-29,us dollar,tonne,8010.5
2013-01-30,us dollar,tonne,8175.5
2013-01-31,us dollar,tonne,8170
2013-02-01,us dollar,tonne,8160
2013-02-04,us dollar,tonne,8226
2013-02-05,us dollar,tonne,8242.5
2013-02-06,us dollar,tonne,8200
2013-02-07,us dollar,tonne,8212
2013-02-08,us dollar,tonne,8215
2013-02-11,us dollar,tonne,8216
2013-02-12,us dollar,tonne,8184.5
2013-02-13,us dollar,tonne,8221
2013-02-14,us dollar,tonne,8197
2013-02-15,us dollar,tonne,8198.5
2013-02-18,us dollar,tonne,8075.5
2013-02-19,us dollar,tonne,8070
2013-02-20,us dollar,tonne,8009.5
2013-02-21,us dollar,tonne,7847.5
2013-02-22,us dollar,tonne,7825
2013-02-25,us dollar,tonne,7865.5
2013-02-26,us dollar,tonne,7785
2013-02-27,us dollar,tonne,7831
2013-02-28,us dollar,tonne,7828
2013-03-01,us dollar,tonne,7620.5
2013-03-04,us dollar,tonne,7751
2013-03-05,us dollar,tonne,7720
2013-03-06,us dollar,tonne,7699.5
2013-03-07,us dollar,tonne,7671
2013-03-08,us dollar,tonne,7730
2013-03-11,us dollar,tonne,7677
2013-03-12,us dollar,tonne,7815
2013-03-13,us dollar,tonne,7777.5
2013-03-14,us dollar,tonne,7762
2013-03-15,us dollar,tonne,7782
2013-03-18,us dollar,tonne,7555.5
2013-03-19,us dollar,tonne,7539
2013-03-20,us dollar,tonne,7574.5
2013-03-21,us dollar,tonne,7580
2013-03-22,us dollar,tonne,7618
2013-03-25,us dollar,tonne,7602
2013-03-26,us dollar,tonne,7631
2013-03-27,us dollar,tonne,7570
2013-03-28,us dollar,tonne,7582.5
2013-04-02,us dollar,tonne,7434.5
2013-04-03,us dollar,tonne,7405.5
2013-04-04,us dollar,tonne,7336.5
2013-04-05,us dollar,tonne,7376
2013-04-08,us dollar,tonne,7457.5
2013-04-09,us dollar,tonne,7485.5
2013-04-10,us dollar,tonne,7547
2013-04-11,us dollar,tonne,7510
2013-04-12,us dollar,tonne,7510
2013-04-15,us dollar,tonne,7120.5
2013-04-16,us dollar,tonne,7219
2013-04-17,us dollar,tonne,7067
2013-04-18,us dollar,tonne,6962.5
2013-04-19,us dollar,tonne,6975
2013-04-22,us dollar,tonne,6875.5
2013-04-23,us dollar,tonne,6811
2013-04-24,us dollar,tonne,6935.5
2013-04-25,us dollar,tonne,7035
2013-04-26,us dollar,tonne,7054.5
2013-04-29,us dollar,tonne,7079
2013-04-30,us dollar,tonne,7073.5
2013-05-01,us dollar,tonne,6875
2013-05-02,us dollar,tonne,6870.5
2013-05-03,us dollar,tonne,7122
2013-05-07,us dollar,tonne,7240.5
2013-05-08,us dollar,tonne,7326
2013-05-09,us dollar,tonne,7311
2013-05-10,us dollar,tonne,7390.5
2013-05-13,us dollar,tonne,7350.5
2013-05-14,us dollar,tonne,7195.5
2013-05-15,us dollar,tonne,7095.5
2013-05-16,us dollar,tonne,7095.5
2013-05-17,us dollar,tonne,7329.5
2013-05-20,us dollar,tonne,7276
2013-05-21,us dollar,tonne,7384
2013-05-22,us dollar,tonne,7480
2013-05-23,us dollar,tonne,7285.5
2013-05-24,us dollar,tonne,7240
2013-05-28,us dollar,tonne,7257
2013-05-29,us dollar,tonne,7201.5
2013-05-30,us dollar,tonne,7245.5
2013-05-31,us dollar,tonne,7241
2013-06-03,us dollar,tonne,7330.5
2013-06-04,us dollar,tonne,7337.5
2013-06-05,us dollar,tonne,7421.5
2013-06-06,us dollar,tonne,7311
2013-06-07,us dollar,tonne,7282
2013-06-10,us dollar,tonne,7120
2013-06-11,us dollar,tonne,7036
2013-06-12,us dollar,tonne,7086
2013-06-13,us dollar,tonne,7057.5
2013-06-14,us dollar,tonne,7045
2013-06-17,us dollar,tonne,7020.5
2013-06-18,us dollar,tonne,6970.5
2014-10-22,us dollar,tonne,6730.5
2014-10-24,us dollar,tonne,6759.5
2014-10-27,us dollar,tonne,6800.5
2014-10-28,us dollar,tonne,6859.5
2014-10-29,us dollar,tonne,6855
2014-10-30,us dollar,tonne,6785
2014-10-31,us dollar,tonne,6835.5
2014-11-03,us dollar,tonne,6801
2014-11-04,us dollar,tonne,6705.5
2014-11-05,us dollar,tonne,6646
2014-11-06,us dollar,tonne,6681
2014-11-07,us dollar,tonne,6720.5
2014-11-10,us dollar,tonne,6735.5
2014-11-11,us dollar,tonne,6688
2014-11-12,us dollar,tonne,6752.5
2014-11-13,us dollar,tonne,6755.5
2014-11-14,us dollar,tonne,6695
2014-11-17,us dollar,tonne,6752
2014-11-18,us dollar,tonne,6684
2014-11-19,us dollar,tonne,6715
2014-11-20,us dollar,tonne,6688
2014-11-21,us dollar,tonne,6790
2014-11-24,us dollar,tonne,6731
2014-11-25,us dollar,tonne,6696
2014-11-26,us dollar,tonne,6649
2014-11-27,us dollar,tonne,6621.5
2014-11-28,us dollar,tonne,6515.5
2014-12-01,us dollar,tonne,6385
2014-12-02,us dollar,tonne,6455
2014-12-03,us dollar,tonne,6451
2014-12-04,us dollar,tonne,6491
2014-12-05,us dollar,tonne,6536
2014-12-08,us dollar,tonne,6465.5
2014-12-09,us dollar,tonne,6401
2014-12-10,us dollar,tonne,6476
