,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,5990.308730296045,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5981.107951524853,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5971.638812782615,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5962.806198101491,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5954.769069553166,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5947.595425548404,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5941.288678193837,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5935.811327551305,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5931.102553927898,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5927.08959525749,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5923.695723453909,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5920.845152083784,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5918.4658447075635,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5916.491392645985,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5914.86180707626,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5913.523773832247,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5912.430575856566,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5911.541644530743,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5910.822033457458,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5910.241958712413,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5909.77645541802,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5909.404303151368,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5909.108059179038,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
0,5908.872967247665,0.0013599999999999999,0.0008,82205.42000000001,45.0,90.0,70.75,85.0,81.49999999999999,85.0,0.0009099999999999999,0.00098,0.00103,0.00088,0.00128,0.00125,0.00124,0.00116,5984.0,5874.0,84.3,8.43
