,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.13154886004438815,0.05785123966942196,-1.0,-0.0472794493920512,-1.0,0.4723926380368102,-0.48702290076335886,-0.7777777777777777,-0.5428571428571423,-0.5612903225806454,-0.32631578947368434,-0.2788732394366198,-0.3043478260869561,-0.24999999999999956,0.06824925816023741,0.049853372434017995,0.08656716417910504,0.03244837758112107,-0.16826503923278047,-0.6502914238134885,-0.2464358452138491,-0.24643584521384954
1,0.0855471114399089,0.02479338842975265,-1.0,-0.13679088052930233,-1.0,0.4723926380368102,-0.7251908396946565,-0.7777777777777777,-0.5714285714285712,-0.38709677419354893,-0.3157894736842102,-0.267605633802817,-0.25217391304347814,-0.21999999999999975,0.014836795252225699,-0.0029325513196480912,0.04477611940298498,-0.044247787610619316,-0.16826503923278047,-0.6502914238134885,-0.3523421588594702,-0.3523421588594706
2,0.07518999260205828,0.01928374655647369,-1.0,-0.14079128595028667,-1.0,0.4723926380368102,-0.801526717557252,-0.7777777777777777,-0.5028571428571422,-0.741935483870968,-0.33157894736842053,-0.28450704225352075,-0.16521739130434732,-0.19999999999999973,0.0029673590504448732,-0.00879765395894383,0.03283582089552217,-0.07374631268436627,-0.16826503923278047,-0.6502914238134885,-0.4012219959266803,-0.40122199592668073
3,-0.058309233976729935,-0.11845730027548163,-0.666666666666667,-0.2805691374338197,-0.6190476190476186,0.4723926380368102,-1.0,-0.7777777777777777,-0.5542857142857143,-0.838709677419355,-0.3421052631578947,-0.295774647887324,-0.13043478260869534,-0.16999999999999993,-0.1394658753709197,-0.1378299120234603,-0.08656716417910415,-0.19764011799410053,0.22755013077593667,0.12905911740216602,-0.41344195519348226,-0.4134419551934827
4,-0.007666958100746246,-0.04683195592286449,-0.583333333333333,-0.25410184916097567,-0.5238095238095237,-0.018404907975458684,-0.969465648854962,-0.7777777777777777,-0.9142857142857137,-0.709677419354839,-0.3736842105263154,-0.32957746478873284,-0.10434782608695592,-0.15000000000000036,-0.05044510385756684,-0.07917888563049891,-0.020895522388059806,-0.11504424778761013,0.22755013077593667,0.12905911740216602,-0.454989816700611,-0.454989816700611
5,-0.041226713296119044,-0.0688705234159781,-0.583333333333333,-0.4212239064813188,-0.5238095238095237,-0.14110429447852724,-0.969465648854962,-0.6711111111111103,-0.9999999999999996,-0.548387096774194,-0.3947368421052633,-0.35211267605633845,-0.0608695652173914,-0.11999999999999922,-0.08011869436201735,-0.10263929618768275,-0.04477611940298454,-0.1327433628318584,0.22755013077593667,0.12905911740216602,-0.48268839103869654,-0.48268839103869654
6,-0.03281996099266893,-0.04132231404958686,-0.583333333333333,-0.29322119832578597,-0.5238095238095237,-0.14110429447852724,-0.969465648854962,-0.3955555555555552,-0.9999999999999996,-0.645161290322581,-0.3947368421052633,-0.35211267605633845,-0.04347826086956452,-0.10000000000000053,-0.04451038575667665,-0.07917888563049802,-0.014925373134328623,-0.08554572271386451,0.22755013077593667,0.12905911740216602,-0.5217922606924645,-0.5217922606924645
7,-0.034635819490214104,-0.05785123966942196,-0.583333333333333,-0.04724228186882051,-0.5238095238095237,-0.14110429447852724,-0.969465648854962,-0.33333333333333304,-0.9999999999999996,-0.41935483870967794,-0.42105263157894735,-0.380281690140845,-0.04347826086956452,-0.10000000000000053,-0.08011869436201735,-0.10850439882697893,-0.044776119402985426,-0.10324483775811277,0.22755013077593667,0.12905911740216602,-0.6782077393075352,-0.6782077393075361
8,-0.10437823659963685,-0.14600550964187287,-0.583333333333333,-0.1353284859803514,-0.5238095238095237,-0.14110429447852724,-0.9389312977099238,-0.6888888888888882,-0.9999999999999996,-0.612903225806452,-0.42105263157894735,-0.380281690140845,-0.04347826086956452,-0.10000000000000053,-0.15727002967358983,-0.19061583577712593,-0.1283582089552242,-0.16814159292035358,0.22755013077593667,0.12905911740216602,-0.6423625254582483,-0.6423625254582483
9,-0.15596206873360652,-0.19008264462809876,-0.583333333333333,-0.3163398697437598,-0.5238095238095237,-0.14110429447852724,-0.8473282442748091,-0.7777777777777777,-0.9999999999999996,-0.67741935483871,-0.44736842105263186,-0.40845070422535246,-0.04347826086956452,-0.10000000000000053,-0.19287833827893142,-0.2258064516129039,-0.17014925373134338,-0.20943952802359878,0.22755013077593667,0.12905911740216602,-0.5885947046843181,-0.5885947046843172
10,-0.12522698231219298,-0.14049586776859435,-0.583333333333333,-0.3421275233061021,-0.5238095238095237,-0.14110429447852724,-0.6946564885496185,-0.7777777777777777,-0.8857142857142852,-0.67741935483871,-0.44736842105263186,-0.40845070422535246,-0.06956521739130395,-0.10000000000000053,-0.15727002967358983,-0.17302052785923738,-0.12238805970149258,-0.1622418879056049,0.22755013077593667,0.12905911740216602,-0.5845213849287165,-0.5845213849287165
11,-0.15836639989239343,-0.16253443526170797,-0.583333333333333,-0.2677931847977515,-0.9047619047619051,0.10429447852760809,-0.7404580152671756,-0.7777777777777777,-0.9714285714285711,-0.67741935483871,-0.42105263157894735,-0.380281690140845,-0.0608695652173914,-0.10000000000000053,-0.15727002967358983,-0.1847507331378302,-0.14029850746268657,-0.17404129793510315,0.22755013077593667,0.12905911740216602,-0.5682281059063139,-0.5682281059063139
